county,precinct,candidate,first_exp,final_exp,sde
Jackson,Jackson 03,Bennet,0,0,0.0
Jackson,Jackson 03,Biden,9,11,0.1714
Jackson,Jackson 03,Bloomberg,0,0,0.0
Jackson,Jackson 03,Buttigieg,17,17,0.1714
Jackson,Jackson 03,Delaney,0,0,0.0
Jackson,Jackson 03,Gabbard,0,0,0.0
Jackson,Jackson 03,Klobuchar,0,0,0.0
Jackson,Jackson 03,Other,0,0,0.0
Jackson,Jackson 03,Patrick,0,0,0.0
Jackson,Jackson 03,Sanders,7,9,0.1714
Jackson,Jackson 03,Steyer,0,0,0.0
Jackson,Jackson 03,Uncommitted,3,0,0.0
Jackson,Jackson 03,Warren,8,9,0.0
Jackson,Jackson 03,Yang,2,0,0.0
Jackson,Jackson 04,Bennet,0,0,0.0
Jackson,Jackson 04,Biden,12,14,0.1714
Jackson,Jackson 04,Bloomberg,0,0,0.0
Jackson,Jackson 04,Buttigieg,27,28,0.1714
Jackson,Jackson 04,Delaney,0,0,0.0
Jackson,Jackson 04,Gabbard,0,0,0.0
Jackson,Jackson 04,Klobuchar,4,0,0.0
Jackson,Jackson 04,Other,0,0,0.0
Jackson,Jackson 04,Patrick,0,0,0.0
Jackson,Jackson 04,Sanders,14,14,0.1714
Jackson,Jackson 04,Steyer,0,0,0.0
Jackson,Jackson 04,Uncommitted,3,3,0.0
Jackson,Jackson 04,Warren,2,2,0.0
Jackson,Jackson 04,Yang,13,14,0.1714
Jackson,Jackson 05,Bennet,0,0,0.0
Jackson,Jackson 05,Biden,9,9,0.1714
Jackson,Jackson 05,Bloomberg,0,0,0.0
Jackson,Jackson 05,Buttigieg,6,7,0.1714
Jackson,Jackson 05,Delaney,0,0,0.0
Jackson,Jackson 05,Gabbard,0,0,0.0
Jackson,Jackson 05,Klobuchar,4,4,0.1714
Jackson,Jackson 05,Other,0,0,0.0
Jackson,Jackson 05,Patrick,0,0,0.0
Jackson,Jackson 05,Sanders,0,0,0.0
Jackson,Jackson 05,Steyer,0,0,0.0
Jackson,Jackson 05,Uncommitted,0,0,0.0
Jackson,Jackson 05,Warren,1,0,0.0
Jackson,Jackson 05,Yang,0,0,0.0
Jackson,Jackson 06,Bennet,0,0,0.0
Jackson,Jackson 06,Biden,12,12,0.1714
Jackson,Jackson 06,Bloomberg,0,0,0.0
Jackson,Jackson 06,Buttigieg,16,16,0.1714
Jackson,Jackson 06,Delaney,0,0,0.0
Jackson,Jackson 06,Gabbard,0,0,0.0
Jackson,Jackson 06,Klobuchar,8,8,0.1714
Jackson,Jackson 06,Other,0,0,0.0
Jackson,Jackson 06,Patrick,0,0,0.0
Jackson,Jackson 06,Sanders,5,11,0.1714
Jackson,Jackson 06,Steyer,0,0,0.0
Jackson,Jackson 06,Uncommitted,0,0,0.0
Jackson,Jackson 06,Warren,6,0,0.0
Jackson,Jackson 06,Yang,0,0,0.0
Jackson,Jackson 07,Bennet,0,0,0.0
Jackson,Jackson 07,Biden,13,13,0.1714
Jackson,Jackson 07,Bloomberg,0,0,0.0
Jackson,Jackson 07,Buttigieg,23,26,0.3429
Jackson,Jackson 07,Delaney,0,0,0.0
Jackson,Jackson 07,Gabbard,0,0,0.0
Jackson,Jackson 07,Klobuchar,17,18,0.3429
Jackson,Jackson 07,Other,0,0,0.0
Jackson,Jackson 07,Patrick,0,0,0.0
Jackson,Jackson 07,Sanders,11,0,0.0
Jackson,Jackson 07,Steyer,1,1,0.0
Jackson,Jackson 07,Uncommitted,0,1,0.0
Jackson,Jackson 07,Warren,12,18,0.1714
Jackson,Jackson 07,Yang,0,0,0.0
Jackson,Jackson 08,Bennet,0,0,0.0
Jackson,Jackson 08,Biden,7,9,0.1714
Jackson,Jackson 08,Bloomberg,0,0,0.0
Jackson,Jackson 08,Buttigieg,6,9,0.1714
Jackson,Jackson 08,Delaney,0,0,0.0
Jackson,Jackson 08,Gabbard,0,0,0.0
Jackson,Jackson 08,Klobuchar,2,0,0.0
Jackson,Jackson 08,Other,0,1,0.0
Jackson,Jackson 08,Patrick,0,0,0.0
Jackson,Jackson 08,Sanders,3,0,0.0
Jackson,Jackson 08,Steyer,4,7,0.1714
Jackson,Jackson 08,Uncommitted,4,0,0.0
Jackson,Jackson 08,Warren,0,0,0.0
Jackson,Jackson 08,Yang,0,0,0.0
Jackson,Jackson 09,Bennet,0,0,0.0
Jackson,Jackson 09,Biden,12,14,0.1714
Jackson,Jackson 09,Bloomberg,0,0,0.0
Jackson,Jackson 09,Buttigieg,16,20,0.3429
Jackson,Jackson 09,Delaney,0,0,0.0
Jackson,Jackson 09,Gabbard,0,0,0.0
Jackson,Jackson 09,Klobuchar,6,0,0.0
Jackson,Jackson 09,Other,0,0,0.0
Jackson,Jackson 09,Patrick,0,0,0.0
Jackson,Jackson 09,Sanders,13,13,0.1714
Jackson,Jackson 09,Steyer,0,0,0.0
Jackson,Jackson 09,Uncommitted,0,0,0.0
Jackson,Jackson 09,Warren,9,9,0.1714
Jackson,Jackson 09,Yang,0,0,0.0
Jackson,Jackson 11,Bennet,0,0,0.0
Jackson,Jackson 11,Biden,9,10,0.1714
Jackson,Jackson 11,Bloomberg,0,0,0.0
Jackson,Jackson 11,Buttigieg,7,7,0.1714
Jackson,Jackson 11,Delaney,0,0,0.0
Jackson,Jackson 11,Gabbard,1,0,0.0
Jackson,Jackson 11,Klobuchar,1,0,0.0
Jackson,Jackson 11,Other,0,0,0.0
Jackson,Jackson 11,Patrick,0,0,0.0
Jackson,Jackson 11,Sanders,0,0,0.0
Jackson,Jackson 11,Steyer,0,0,0.0
Jackson,Jackson 11,Uncommitted,1,0,0.0
Jackson,Jackson 11,Warren,0,0,0.0
Jackson,Jackson 11,Yang,0,0,0.0
Jackson,Jackson 12,Bennet,0,0,0.0
Jackson,Jackson 12,Biden,3,3,0.1714
Jackson,Jackson 12,Bloomberg,0,0,0.0
Jackson,Jackson 12,Buttigieg,5,5,0.1714
Jackson,Jackson 12,Delaney,0,0,0.0
Jackson,Jackson 12,Gabbard,0,0,0.0
Jackson,Jackson 12,Klobuchar,4,4,0.1714
Jackson,Jackson 12,Other,0,0,0.0
Jackson,Jackson 12,Patrick,0,0,0.0
Jackson,Jackson 12,Sanders,6,6,0.1714
Jackson,Jackson 12,Steyer,0,0,0.0
Jackson,Jackson 12,Uncommitted,0,0,0.0
Jackson,Jackson 12,Warren,0,0,0.0
Jackson,Jackson 12,Yang,0,0,0.0
Jackson,Jackson 13,Bennet,0,0,0.0
Jackson,Jackson 13,Biden,7,10,0.1714
Jackson,Jackson 13,Bloomberg,0,0,0.0
Jackson,Jackson 13,Buttigieg,8,0,0.0
Jackson,Jackson 13,Delaney,0,0,0.0
Jackson,Jackson 13,Gabbard,0,0,0.0
Jackson,Jackson 13,Klobuchar,2,0,0.0
Jackson,Jackson 13,Other,0,0,0.0
Jackson,Jackson 13,Patrick,0,0,0.0
Jackson,Jackson 13,Sanders,7,10,0.1714
Jackson,Jackson 13,Steyer,2,0,0.0
Jackson,Jackson 13,Uncommitted,0,0,0.0
Jackson,Jackson 13,Warren,8,9,0.1714
Jackson,Jackson 13,Yang,3,0,0.0
Jackson,Jackson 14,Bennet,0,0,0.0
Jackson,Jackson 14,Biden,8,9,0.1714
Jackson,Jackson 14,Bloomberg,0,0,0.0
Jackson,Jackson 14,Buttigieg,11,12,0.1714
Jackson,Jackson 14,Delaney,0,0,0.0
Jackson,Jackson 14,Gabbard,0,0,0.0
Jackson,Jackson 14,Klobuchar,2,0,0.0
Jackson,Jackson 14,Other,0,0,0.0
Jackson,Jackson 14,Patrick,0,0,0.0
Jackson,Jackson 14,Sanders,16,16,0.1714
Jackson,Jackson 14,Steyer,0,0,0.0
Jackson,Jackson 14,Uncommitted,0,0,0.0
Jackson,Jackson 14,Warren,10,10,0.1714
Jackson,Jackson 14,Yang,0,0,0.0
Jackson,Jackson 15,Bennet,0,0,0.0
Jackson,Jackson 15,Biden,10,11,0.1714
Jackson,Jackson 15,Bloomberg,0,0,0.0
Jackson,Jackson 15,Buttigieg,14,19,0.3429
Jackson,Jackson 15,Delaney,0,0,0.0
Jackson,Jackson 15,Gabbard,0,0,0.0
Jackson,Jackson 15,Klobuchar,8,8,0.1714
Jackson,Jackson 15,Other,0,0,0.0
Jackson,Jackson 15,Patrick,0,0,0.0
Jackson,Jackson 15,Sanders,7,0,0.0
Jackson,Jackson 15,Steyer,0,0,0.0
Jackson,Jackson 15,Uncommitted,0,0,0.0
Jackson,Jackson 15,Warren,13,15,0.1714
Jackson,Jackson 15,Yang,1,0,0.0
Jackson,Jackson 16,Bennet,0,0,0.0
Jackson,Jackson 16,Biden,27,30,0.3429
Jackson,Jackson 16,Bloomberg,0,0,0.0
Jackson,Jackson 16,Buttigieg,21,25,0.3429
Jackson,Jackson 16,Delaney,0,0,0.0
Jackson,Jackson 16,Gabbard,1,0,0.0
Jackson,Jackson 16,Klobuchar,15,18,0.3429
Jackson,Jackson 16,Other,0,0,0.0
Jackson,Jackson 16,Patrick,0,0,0.0
Jackson,Jackson 16,Sanders,5,0,0.0
Jackson,Jackson 16,Steyer,2,0,0.0
Jackson,Jackson 16,Uncommitted,0,0,0.0
Jackson,Jackson 16,Warren,2,0,0.0
Jackson,Jackson 16,Yang,2,0,0.0
Jasper,Clear Creek/Poweshiek,Bennet,0,0,0.0
Jasper,Clear Creek/Poweshiek,Biden,14,14,0.23
Jasper,Clear Creek/Poweshiek,Bloomberg,0,0,0.0
Jasper,Clear Creek/Poweshiek,Buttigieg,23,23,0.345
Jasper,Clear Creek/Poweshiek,Delaney,0,0,0.0
Jasper,Clear Creek/Poweshiek,Gabbard,0,0,0.0
Jasper,Clear Creek/Poweshiek,Klobuchar,13,13,0.115
Jasper,Clear Creek/Poweshiek,Other,0,0,0.0
Jasper,Clear Creek/Poweshiek,Patrick,0,0,0.0
Jasper,Clear Creek/Poweshiek,Sanders,17,17,0.23
Jasper,Clear Creek/Poweshiek,Steyer,0,0,0.0
Jasper,Clear Creek/Poweshiek,Uncommitted,0,0,0.0
Jasper,Clear Creek/Poweshiek,Warren,13,13,0.115
Jasper,Clear Creek/Poweshiek,Yang,0,0,0.0
Jasper,Colfax Ward 1,Bennet,0,0,0.0
Jasper,Colfax Ward 1,Biden,4,0,0.0
Jasper,Colfax Ward 1,Bloomberg,0,0,0.0
Jasper,Colfax Ward 1,Buttigieg,15,16,0.115
Jasper,Colfax Ward 1,Delaney,0,0,0.0
Jasper,Colfax Ward 1,Gabbard,0,0,0.0
Jasper,Colfax Ward 1,Klobuchar,0,0,0.0
Jasper,Colfax Ward 1,Other,0,0,0.0
Jasper,Colfax Ward 1,Patrick,0,0,0.0
Jasper,Colfax Ward 1,Sanders,7,8,0.115
Jasper,Colfax Ward 1,Steyer,4,6,0.115
Jasper,Colfax Ward 1,Uncommitted,0,0,0.0
Jasper,Colfax Ward 1,Warren,1,0,0.0
Jasper,Colfax Ward 1,Yang,7,8,0.115
Jasper,Colfax Ward 3,Bennet,0,0,0.0
Jasper,Colfax Ward 3,Biden,2,0,0.0
Jasper,Colfax Ward 3,Bloomberg,0,0,0.0
Jasper,Colfax Ward 3,Buttigieg,4,6,0.23
Jasper,Colfax Ward 3,Delaney,0,0,0.0
Jasper,Colfax Ward 3,Gabbard,0,0,0.0
Jasper,Colfax Ward 3,Klobuchar,0,0,0.0
Jasper,Colfax Ward 3,Other,0,0,0.0
Jasper,Colfax Ward 3,Patrick,0,0,0.0
Jasper,Colfax Ward 3,Sanders,4,5,0.115
Jasper,Colfax Ward 3,Steyer,0,0,0.0
Jasper,Colfax Ward 3,Uncommitted,1,0,0.0
Jasper,Colfax Ward 3,Warren,2,0,0.0
Jasper,Colfax Ward 3,Yang,3,5,0.115
Jasper,Des Moines,Bennet,0,0,0.0
Jasper,Des Moines,Biden,8,11,0.23
Jasper,Des Moines,Bloomberg,0,0,0.0
Jasper,Des Moines,Buttigieg,13,19,0.345
Jasper,Des Moines,Delaney,0,0,0.0
Jasper,Des Moines,Gabbard,0,0,0.0
Jasper,Des Moines,Klobuchar,7,0,0.0
Jasper,Des Moines,Other,1,0,0.0
Jasper,Des Moines,Patrick,0,0,0.0
Jasper,Des Moines,Sanders,15,16,0.345
Jasper,Des Moines,Steyer,0,0,0.0
Jasper,Des Moines,Uncommitted,1,0,0.0
Jasper,Des Moines,Warren,18,18,0.345
Jasper,Des Moines,Yang,3,0,0.0
Jasper,Elk Creek/Lynngrove,Bennet,0,0,0.0
Jasper,Elk Creek/Lynngrove,Biden,6,6,0.115
Jasper,Elk Creek/Lynngrove,Bloomberg,0,0,0.0
Jasper,Elk Creek/Lynngrove,Buttigieg,10,11,0.115
Jasper,Elk Creek/Lynngrove,Delaney,0,0,0.0
Jasper,Elk Creek/Lynngrove,Gabbard,0,0,0.0
Jasper,Elk Creek/Lynngrove,Klobuchar,5,6,0.115
Jasper,Elk Creek/Lynngrove,Other,0,0,0.0
Jasper,Elk Creek/Lynngrove,Patrick,0,0,0.0
Jasper,Elk Creek/Lynngrove,Sanders,3,2,0.0
Jasper,Elk Creek/Lynngrove,Steyer,0,0,0.0
Jasper,Elk Creek/Lynngrove,Uncommitted,0,0,0.0
Jasper,Elk Creek/Lynngrove,Warren,7,9,0.115
Jasper,Elk Creek/Lynngrove,Yang,3,0,0.0
Jasper,Fairview,Bennet,0,0,0.0
Jasper,Fairview,Biden,28,28,0.46
Jasper,Fairview,Bloomberg,0,0,0.0
Jasper,Fairview,Buttigieg,20,20,0.345
Jasper,Fairview,Delaney,0,0,0.0
Jasper,Fairview,Gabbard,2,0,0.0
Jasper,Fairview,Klobuchar,14,17,0.345
Jasper,Fairview,Other,0,0,0.0
Jasper,Fairview,Patrick,0,0,0.0
Jasper,Fairview,Sanders,15,19,0.345
Jasper,Fairview,Steyer,0,0,0.0
Jasper,Fairview,Uncommitted,0,1,0.0
Jasper,Fairview,Warren,2,0,0.0
Jasper,Fairview,Yang,4,0,0.0
Jasper,HG/K/RC/BV/RL,Bennet,0,0,0.0
Jasper,HG/K/RC/BV/RL,Biden,25,25,0.345
Jasper,HG/K/RC/BV/RL,Bloomberg,0,0,0.0
Jasper,HG/K/RC/BV/RL,Buttigieg,33,38,0.575
Jasper,HG/K/RC/BV/RL,Delaney,0,0,0.0
Jasper,HG/K/RC/BV/RL,Gabbard,0,0,0.0
Jasper,HG/K/RC/BV/RL,Klobuchar,22,24,0.345
Jasper,HG/K/RC/BV/RL,Other,0,0,0.0
Jasper,HG/K/RC/BV/RL,Patrick,0,0,0.0
Jasper,HG/K/RC/BV/RL,Sanders,24,26,0.345
Jasper,HG/K/RC/BV/RL,Steyer,5,0,0.0
Jasper,HG/K/RC/BV/RL,Uncommitted,0,0,0.0
Jasper,HG/K/RC/BV/RL,Warren,22,23,0.345
Jasper,HG/K/RC/BV/RL,Yang,5,0,0.0
Jasper,Indep/Malaka/Mariposa,Bennet,0,0,0.0
Jasper,Indep/Malaka/Mariposa,Biden,19,27,0.345
Jasper,Indep/Malaka/Mariposa,Bloomberg,0,0,0.0
Jasper,Indep/Malaka/Mariposa,Buttigieg,32,39,0.575
Jasper,Indep/Malaka/Mariposa,Delaney,0,0,0.0
Jasper,Indep/Malaka/Mariposa,Gabbard,0,0,0.0
Jasper,Indep/Malaka/Mariposa,Klobuchar,13,0,0.0
Jasper,Indep/Malaka/Mariposa,Other,0,0,0.0
Jasper,Indep/Malaka/Mariposa,Patrick,0,0,0.0
Jasper,Indep/Malaka/Mariposa,Sanders,16,17,0.23
Jasper,Indep/Malaka/Mariposa,Steyer,0,0,0.0
Jasper,Indep/Malaka/Mariposa,Uncommitted,0,0,0.0
Jasper,Indep/Malaka/Mariposa,Warren,12,18,0.23
Jasper,Indep/Malaka/Mariposa,Yang,9,0,0.0
Jasper,Mound Prairie/Washington,Bennet,0,0,0.0
Jasper,Mound Prairie/Washington,Biden,6,0,0.0
Jasper,Mound Prairie/Washington,Bloomberg,3,0,0.0
Jasper,Mound Prairie/Washington,Buttigieg,18,27,0.345
Jasper,Mound Prairie/Washington,Delaney,0,0,0.0
Jasper,Mound Prairie/Washington,Gabbard,0,0,0.0
Jasper,Mound Prairie/Washington,Klobuchar,6,0,0.0
Jasper,Mound Prairie/Washington,Other,0,0,0.0
Jasper,Mound Prairie/Washington,Patrick,0,0,0.0
Jasper,Mound Prairie/Washington,Sanders,7,0,0.0
Jasper,Mound Prairie/Washington,Steyer,8,11,0.115
Jasper,Mound Prairie/Washington,Uncommitted,0,0,0.0
Jasper,Mound Prairie/Washington,Warren,11,14,0.23
Jasper,Mound Prairie/Washington,Yang,4,0,0.0
Jasper,Newton 1-1,Bennet,0,0,0.0
Jasper,Newton 1-1,Biden,13,15,0.345
Jasper,Newton 1-1,Bloomberg,0,0,0.0
Jasper,Newton 1-1,Buttigieg,25,27,0.575
Jasper,Newton 1-1,Delaney,0,0,0.0
Jasper,Newton 1-1,Gabbard,0,0,0.0
Jasper,Newton 1-1,Klobuchar,9,14,0.23
Jasper,Newton 1-1,Other,0,0,0.0
Jasper,Newton 1-1,Patrick,0,0,0.0
Jasper,Newton 1-1,Sanders,16,18,0.345
Jasper,Newton 1-1,Steyer,4,0,0.0
Jasper,Newton 1-1,Uncommitted,0,0,0.0
Jasper,Newton 1-1,Warren,6,0,0.0
Jasper,Newton 1-1,Yang,1,0,0.0
Jasper,Newton 1-2,Bennet,0,0,0.0
Jasper,Newton 1-2,Biden,10,11,0.23
Jasper,Newton 1-2,Bloomberg,0,0,0.0
Jasper,Newton 1-2,Buttigieg,14,18,0.345
Jasper,Newton 1-2,Delaney,0,0,0.0
Jasper,Newton 1-2,Gabbard,0,0,0.0
Jasper,Newton 1-2,Klobuchar,4,0,0.0
Jasper,Newton 1-2,Other,0,0,0.0
Jasper,Newton 1-2,Patrick,0,0,0.0
Jasper,Newton 1-2,Sanders,16,16,0.345
Jasper,Newton 1-2,Steyer,5,0,0.0
Jasper,Newton 1-2,Uncommitted,0,1,0.0
Jasper,Newton 1-2,Warren,8,10,0.23
Jasper,Newton 1-2,Yang,0,0,0.0
Jasper,Newton 2-1,Bennet,0,0,0.0
Jasper,Newton 2-1,Biden,22,26,0.46
Jasper,Newton 2-1,Bloomberg,0,0,0.0
Jasper,Newton 2-1,Buttigieg,22,22,0.345
Jasper,Newton 2-1,Delaney,0,0,0.0
Jasper,Newton 2-1,Gabbard,2,0,0.0
Jasper,Newton 2-1,Klobuchar,7,3,0.0
Jasper,Newton 2-1,Other,0,0,0.0
Jasper,Newton 2-1,Patrick,0,0,0.0
Jasper,Newton 2-1,Sanders,28,31,0.46
Jasper,Newton 2-1,Steyer,1,0,0.0
Jasper,Newton 2-1,Uncommitted,2,0,0.0
Jasper,Newton 2-1,Warren,16,18,0.345
Jasper,Newton 2-1,Yang,2,0,0.0
Jasper,Newton 2-2,Bennet,0,0,0.0
Jasper,Newton 2-2,Biden,19,19,0.23
Jasper,Newton 2-2,Bloomberg,0,0,0.0
Jasper,Newton 2-2,Buttigieg,40,43,0.46
Jasper,Newton 2-2,Delaney,0,0,0.0
Jasper,Newton 2-2,Gabbard,0,0,0.0
Jasper,Newton 2-2,Klobuchar,8,0,0.0
Jasper,Newton 2-2,Other,0,0,0.0
Jasper,Newton 2-2,Patrick,0,0,0.0
Jasper,Newton 2-2,Sanders,27,29,0.23
Jasper,Newton 2-2,Steyer,2,0,0.0
Jasper,Newton 2-2,Uncommitted,0,0,0.0
Jasper,Newton 2-2,Warren,27,31,0.345
Jasper,Newton 2-2,Yang,2,0,0.0
Jasper,Newton 3-1,Bennet,0,0,0.0
Jasper,Newton 3-1,Biden,18,27,0.46
Jasper,Newton 3-1,Bloomberg,0,0,0.0
Jasper,Newton 3-1,Buttigieg,24,33,0.575
Jasper,Newton 3-1,Delaney,0,0,0.0
Jasper,Newton 3-1,Gabbard,0,0,0.0
Jasper,Newton 3-1,Klobuchar,8,0,0.0
Jasper,Newton 3-1,Other,0,0,0.0
Jasper,Newton 3-1,Patrick,0,0,0.0
Jasper,Newton 3-1,Sanders,34,39,0.575
Jasper,Newton 3-1,Steyer,4,0,0.0
Jasper,Newton 3-1,Uncommitted,1,4,0.0
Jasper,Newton 3-1,Warren,12,0,0.0
Jasper,Newton 3-1,Yang,2,0,0.0
Jasper,Newton 3-2,Bennet,0,0,0.0
Jasper,Newton 3-2,Biden,10,10,0.23
Jasper,Newton 3-2,Bloomberg,0,0,0.0
Jasper,Newton 3-2,Buttigieg,26,28,0.46
Jasper,Newton 3-2,Delaney,0,0,0.0
Jasper,Newton 3-2,Gabbard,0,0,0.0
Jasper,Newton 3-2,Klobuchar,4,4,0.0
Jasper,Newton 3-2,Other,0,0,0.0
Jasper,Newton 3-2,Patrick,0,0,0.0
Jasper,Newton 3-2,Sanders,10,11,0.23
Jasper,Newton 3-2,Steyer,3,0,0.0
Jasper,Newton 3-2,Uncommitted,0,0,0.0
Jasper,Newton 3-2,Warren,7,0,0.0
Jasper,Newton 3-2,Yang,5,10,0.23
Jasper,Newton 4-1,Bennet,0,0,0.0
Jasper,Newton 4-1,Biden,25,28,0.345
Jasper,Newton 4-1,Bloomberg,0,0,0.0
Jasper,Newton 4-1,Buttigieg,42,45,0.46
Jasper,Newton 4-1,Delaney,0,0,0.0
Jasper,Newton 4-1,Gabbard,0,0,0.0
Jasper,Newton 4-1,Klobuchar,27,32,0.345
Jasper,Newton 4-1,Other,4,0,0.0
Jasper,Newton 4-1,Patrick,0,0,0.0
Jasper,Newton 4-1,Sanders,29,29,0.345
Jasper,Newton 4-1,Steyer,2,0,0.0
Jasper,Newton 4-1,Uncommitted,5,0,0.0
Jasper,Newton 4-1,Warren,22,25,0.345
Jasper,Newton 4-1,Yang,5,0,0.0
Jasper,Palo Alto,Bennet,0,0,0.0
Jasper,Palo Alto,Biden,7,8,0.115
Jasper,Palo Alto,Bloomberg,0,0,0.0
Jasper,Palo Alto,Buttigieg,14,16,0.23
Jasper,Palo Alto,Delaney,0,0,0.0
Jasper,Palo Alto,Gabbard,2,0,0.0
Jasper,Palo Alto,Klobuchar,2,0,0.0
Jasper,Palo Alto,Other,0,0,0.0
Jasper,Palo Alto,Patrick,0,0,0.0
Jasper,Palo Alto,Sanders,1,0,0.0
Jasper,Palo Alto,Steyer,0,0,0.0
Jasper,Palo Alto,Uncommitted,0,0,0.0
Jasper,Palo Alto,Warren,7,8,0.115
Jasper,Palo Alto,Yang,9,10,0.115
Jefferson,Blackhawk-Polk-Packwood,Bennet,0,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Biden,5,4,0.0
Jefferson,Blackhawk-Polk-Packwood,Bloomberg,1,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Buttigieg,2,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Delaney,0,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Gabbard,0,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Klobuchar,0,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Other,0,2,0.0
Jefferson,Blackhawk-Polk-Packwood,Patrick,0,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Sanders,15,18,0.2182
Jefferson,Blackhawk-Polk-Packwood,Steyer,3,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Uncommitted,0,0,0.0
Jefferson,Blackhawk-Polk-Packwood,Warren,7,9,0.0
Jefferson,Blackhawk-Polk-Packwood,Yang,0,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Bennet,0,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Biden,35,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Bloomberg,0,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Buttigieg,33,43,0.2182
Jefferson,Center-Cedar-Maharishi Vedic City,Delaney,0,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Gabbard,7,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Klobuchar,11,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Other,0,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Patrick,0,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Sanders,101,114,0.8727
Jefferson,Center-Cedar-Maharishi Vedic City,Steyer,0,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Uncommitted,2,0,0.0
Jefferson,Center-Cedar-Maharishi Vedic City,Warren,69,85,0.6545
Jefferson,Center-Cedar-Maharishi Vedic City,Yang,12,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Bennet,0,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Biden,1,1,0.0
Jefferson,Des Moines-Liberty-Libertyville,Bloomberg,0,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Buttigieg,5,11,0.2182
Jefferson,Des Moines-Liberty-Libertyville,Delaney,0,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Gabbard,0,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Klobuchar,4,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Other,0,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Patrick,0,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Sanders,4,5,0.0
Jefferson,Des Moines-Liberty-Libertyville,Steyer,0,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Uncommitted,0,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Warren,2,0,0.0
Jefferson,Des Moines-Liberty-Libertyville,Yang,1,0,0.0
Jefferson,Fairfield 1st Ward,Bennet,0,0,0.0
Jefferson,Fairfield 1st Ward,Biden,36,50,0.4364
Jefferson,Fairfield 1st Ward,Bloomberg,0,0,0.0
Jefferson,Fairfield 1st Ward,Buttigieg,31,0,0.0
Jefferson,Fairfield 1st Ward,Delaney,0,0,0.0
Jefferson,Fairfield 1st Ward,Gabbard,1,0,0.0
Jefferson,Fairfield 1st Ward,Klobuchar,28,0,0.0
Jefferson,Fairfield 1st Ward,Other,0,0,0.0
Jefferson,Fairfield 1st Ward,Patrick,0,0,0.0
Jefferson,Fairfield 1st Ward,Sanders,105,125,0.8727
Jefferson,Fairfield 1st Ward,Steyer,0,0,0.0
Jefferson,Fairfield 1st Ward,Uncommitted,0,0,0.0
Jefferson,Fairfield 1st Ward,Warren,69,98,0.6545
Jefferson,Fairfield 1st Ward,Yang,19,0,0.0
Jefferson,Fairfield 2nd Ward,Bennet,0,0,0.0
Jefferson,Fairfield 2nd Ward,Biden,41,0,0.0
Jefferson,Fairfield 2nd Ward,Bloomberg,6,0,0.0
Jefferson,Fairfield 2nd Ward,Buttigieg,28,0,0.0
Jefferson,Fairfield 2nd Ward,Delaney,0,0,0.0
Jefferson,Fairfield 2nd Ward,Gabbard,0,0,0.0
Jefferson,Fairfield 2nd Ward,Klobuchar,32,85,0.4364
Jefferson,Fairfield 2nd Ward,Other,0,0,0.0
Jefferson,Fairfield 2nd Ward,Patrick,0,0,0.0
Jefferson,Fairfield 2nd Ward,Sanders,200,218,1.3091
Jefferson,Fairfield 2nd Ward,Steyer,21,0,0.0
Jefferson,Fairfield 2nd Ward,Uncommitted,1,0,0.0
Jefferson,Fairfield 2nd Ward,Warren,85,112,0.6545
Jefferson,Fairfield 2nd Ward,Yang,37,0,0.0
Jefferson,Fairfield 3rd Ward,Bennet,0,0,0.0
Jefferson,Fairfield 3rd Ward,Biden,1,0,0.0
Jefferson,Fairfield 3rd Ward,Bloomberg,0,0,0.0
Jefferson,Fairfield 3rd Ward,Buttigieg,4,0,0.0
Jefferson,Fairfield 3rd Ward,Delaney,0,0,0.0
Jefferson,Fairfield 3rd Ward,Gabbard,1,0,0.0
Jefferson,Fairfield 3rd Ward,Klobuchar,0,0,0.0
